id,image_url,pin_url_guess,genre,tops_category,tops_color,bottoms_category,bottoms_color,coordinate_review,tops_categorize,bottoms_categorize
11,https://i.pinimg.com/736x/3f/23/fa/3f23fa51d563253e78a5d31269d0d532.jpg,https://jp.pinterest.com/pin/33988172184578775/,casual,shirt,cyan,capri_pants,black,ターコイズのプリントTシャツを主役に、黒のワイドパンツと黒スニーカーでカジュアルなストリート感を作りつつ、黒バッグで統一感を持たせたコーデ。全体の印象はリラックス×遊び心。,Tシャツ プリント ワイド ターコイズ,パンツ 無地 ワイド ブラック
12,https://i.pinimg.com/736x/cb/00/23/cb0023ac6c1358e50508689ec7d3b2d0.jpg,https://jp.pinterest.com/pin/14777505021928016/,office_casual,polo_shirt,black,trousers,black,黒を基調にしたシンプルで洗練されたモード感。ポロシャツをタイト気味に着てベルトでウエストを強調、ハイウエストのワイドパンツで縦のラインを作る。足元はベージュのスニーカーでカジュアルダウン。,ポロシャツ 無地 タイト ブラック,パンツ 無地 ワイド ブラック
13,https://i.pinimg.com/736x/de/45/79/de45790cfdb4df21a446663489517679.jpg,https://jp.pinterest.com/pin/21673641950190364/,casual,shrug,black,overalls,black,全身黒で統一したシンプルなカジュアルに、青いリュックが鮮やかなアクセントとして映える日常使いコーデ。,Tシャツ 無地 ワイド ブラック,パンツ 無地 ワイド ブラック
14,https://i.pinimg.com/736x/45/f7/32/45f732d34919191ead241dfc8f2f5402.jpg,https://jp.pinterest.com/pin/69665125481963665/,casual,halter_top,beige,harem_pants,brown,カジュアルでリラックス感のあるデイリースタイル。グレーと白の定番カラーに、腰のリングアクセがさりげないポイントです。,Tシャツ 無地 ワイド グレー,パンツ 無地 ワイド ブラック
15,https://i.pinimg.com/736x/39/e4/7f/39e47f0508e527a6ca202755995d77d9.jpg,https://jp.pinterest.com/pin/26247610323600075/,korean,vest,white,harem_pants,black,白シャツと黒のワイドパンツを軸に、黒小物で端正にまとめたモノトーンのカジュアル。ゆとりのあるシルエットが都会的で洗練された印象。,シャツ 無地 ワイド ホワイト,パンツ 無地 ワイド ブラック
16,https://i.pinimg.com/736x/c0/8e/a7/c08ea7357e0e837fdee96234cbc118a7.jpg,https://jp.pinterest.com/pin/3799980930688952/,casual,shirt,blue,pants,brown,オーバーサイズのブルーTシャツとワイドカーキパンツのリラックスカジュアル。黒のボリュームスニーカーと白ソックスでスポーティ感を演出し、丸眼鏡と黒バッグが大人っぽい引き締め役として全体を整える。,Tシャツ 無地 ワイド ブルー,パンツ 無地 ワイド カーキ
17,https://i.pinimg.com/736x/a1/b3/0c/a1b30c37674ee5a31ab8c15beeca445a.jpg,https://jp.pinterest.com/pin/844493675477312/,casual,t_shirt,black,jeans,blue,黒のTシャツとワイドデニムの組み合わせで、シルエットに力強さと抜け感を両立。チェーン付きの小物がアクセントとなり、カジュアルながら現代的で上品な雰囲気を演出している。,トップス Tシャツ 無地 タイト ブラック,ボトムス デニムパンツ 無地 ワイド ライトブルー
18,https://i.pinimg.com/736x/bd/e3/32/bde332206e44bea391fda081eff4801e.jpg,https://jp.pinterest.com/pin/43699058881745320/,casual,shirt,cyan,harem_pants,blue,リラックス感のあるカジュアルコーデ。ブルーのプリントTと黒系ワイドパンツを軸に、ベージュの小物とバッグで柔らかなニュアンスを足した、街歩きに最適な装い。,Tシャツ プリント ワイド ブルー,パンツ チェック柄 ワイド ダークグレー
19,https://i.pinimg.com/736x/2e/92/fd/2e92fdb672003f60b69b87b9ebea3437.jpg,https://jp.pinterest.com/pin/4081455907091706/,casual,shrug,gray,trousers,black,落ち着いたグレーとブラックのモノトーンで統一された、リラックス感のあるカジュアルコーデ。ゆるやかな半袖Tシャツとワイドパンツの組み合わせが大人の余裕を演出します。,半袖Tシャツ 無地 ワイド グレー,パンツ 無地 ワイド ブラック
20,https://i.pinimg.com/736x/94/5b/8e/945b8e1ec0dc60130e72d9c9d2314081.jpg,https://jp.pinterest.com/pin/4151824649678784/,casual,shirt,blue,pants,black,ブラック系のリラックス感あるコーデ。Tシャツの蛍光グリーンロゴが主張し、ワイドなパンツで動きやすさと抜け感を両立したカジュアルスタイル。,Tシャツ グラフィック ワイド ダークグレー,パンツ 無地 ワイド ブラック
21,https://i.pinimg.com/736x/c1/aa/8a/c1aa8a8b5b719163f0ee1fb3e7ed9aab.jpg,https://jp.pinterest.com/pin/anna-cnlanna-instagram-profile-in-2025--4081455907041763/,casual,shirt,gray,pants,blue,オーバーサイズのチェックシャツとワイドパンツのリラックス系コーデ。黄色の靴と青ストラップのバッグがアクセントになり、カジュアル×モード感のバランスが魅力。,シャツ チェック ワイド グレー系,パンツ 無地 ワイド ネイビー
22,https://i.pinimg.com/736x/4c/fc/d1/4cfcd13eb0ca78afe7051c2bd636b123.jpg,https://jp.pinterest.com/pin/7599893116608088/,korean,shrug,white,harem_pants,black,モノトーンを基調としたリラックス系ストリート。白T×黒パンツのシンプルさに、黄色のスニーカーと黒ニット帽で視覚的アクセントを効かせたバランスの良い装い。,Tシャツ 半袖 プリント ワイド ホワイト,パンツ 無地 ワイド ブラック
23,https://i.pinimg.com/736x/f1/74/95/f17495a66bc04383872e5aabfc5882ea.jpg,https://jp.pinterest.com/pin/1477812371793244/,korean,t_shirt,gray,trousers,black,グレーのプリントTシャツを主役に、黒のワイドパンツでゆるさを保ちつつウエストを強調した、リラックス感とモード感を両立させたカジュアルコーデ。,Tシャツ プリント ワイド グレー,パンツ 無地 ワイド ブラック
24,https://i.pinimg.com/736x/f9/2d/ba/f92dba2a8afb1c4d0b9e0619cfa5c236.jpg,https://jp.pinterest.com/pin/clothes-3pinterestmmartinaferrer_--985231160986937/,korean,crop_top,black,pants,black,モノトーンのミニマルさを軸に、ゆるめのニットトップスとワイドパンツの組み合わせでリラックス感とカジュアルさを両立した、街歩きに適した大人の黒コーデ。黒小物で引き締め、洗練された印象に。,ニットトップス 無地 ワイド ブラック,パンツ 無地 ワイド ブラック
25,https://i.pinimg.com/736x/48/45/44/4845448ae0e0d2a6a63d6b90fac73f55.jpg,https://jp.pinterest.com/pin/casual-outfits-in-2025--11259067813328006/,casual,sweater,black,pants,black,オーバーサイズのスウェットとワイドパンツでリラックス感を演出。帽子とネックレスでカジュアルにアクセントを添え、ダークトーンで統一感あり。,スウェットトップス 無地 ワイド ネイビー,スウェットパンツ 無地 ワイド ブラック
26,https://i.pinimg.com/736x/c3/3c/66/c33c66ac26361f96f2496c8769cbbcae.jpg,https://jp.pinterest.com/pin/34269647161836919/,korean,t_shirt,white,trousers,black,白のオーバーTと黒のピンストライプのワイドパンツを合わせた、カジュアルで現代的なストリート系コーデ。赤キャップがアクセント。,Tシャツ プリント ワイド ホワイト,パンツ ピンストライプ ワイド ブラック
27,https://i.pinimg.com/736x/28/15/ba/2815badaccf7c638ffb0fa74277ce42a.jpg,https://jp.pinterest.com/pin/fashionpinterestkikkiiii--46232333732320029/,casual,crop_top,white,pants,black,白のオーバーTと黒のワイドデニムを軸に、ベージュのトートで抜け感を作るモノトーンのリラックス系ストリートコーデ。軽やかな素材感とゆるいシルエットで日常使いに適した印象。,トップス Tシャツ プリント ワイド ホワイト,ボトムス デニムパンツ 無地 ワイド ブラック
28,https://i.pinimg.com/736x/47/ea/18/47ea18aaa2867e0ae05e6bee853f9115.jpg,https://jp.pinterest.com/pin/14918242511068227/,casual,t_shirt,white,sweatpants,black,白Tシャツ×黒のワイドパンツで統一感のあるシンプルカジュアル。赤スニーカーが差し色になり、メガネと小物で大人っぽさを演出。,Tシャツ 無地 ワイド ホワイト,パンツ 無地 ワイド ブラック
29,https://i.pinimg.com/736x/3e/a9/ab/3ea9ab13dfe49f58c590810ed6cf55ed.jpg,https://jp.pinterest.com/pin/34269647161978562/,korean,crop_top,black,harem_pants,black,黒を基調としたモード寄りのストリートコーデ。グラフィックTがアクセントとなり、ボリューム感のあるパンツがリラックス感と立体感を両立させている。,Tシャツ グラフィック ワイド ブラック,パンツ 無地 ワイド ブラック
30,https://i.pinimg.com/736x/d0/c3/5d/d0c35d162360d87ce7741ad3285b283c.jpg,https://jp.pinterest.com/pin/573434965076874984/,casual,t_shirt,gray,harem_pants,gray,白Tシャツと白パンツの清潔感に、ブルー系スニーカーとチェック柄バッグを合わせてスポーティさとリラックス感を絶妙に両立させた、現代的な週末カジュアル。,トップス Tシャツ 無地 タイト ホワイト,パンツ 無地 ワイド ホワイト
31,https://i.pinimg.com/736x/ab/89/b8/ab89b856b987d4517b76f6a49c2e06df.jpg,https://jp.pinterest.com/pin/1477812372788108/,casual,crop_top,black,hot_pants,black,全体は黒を基調としたリラックス感のあるストリート系コーデ。オーバーサイズのグラフィックTとワイドパンツでゆるっと、シューズと小物でカジュアルに統一した印象。,グラフィックTシャツ プリント ワイド ブラック,パンツ 無地 ワイド ブラック
32,https://i.pinimg.com/736x/12/43/1d/12431d58a61e1b43b09623c957a28592.jpg,https://jp.pinterest.com/pin/135530270033737719/,korean,t_shirt,white,harem_pants,black,白のオーバーサイズTシャツと黒のワイドパンツを基調に、黒キャップとサングラスで引き締めた都会的でリラックス感のあるストリートカジュアル。背景を問わずコーディネート自体の印象を表現しています。,Tシャツ 無地 ワイド ホワイト,パンツ 無地 ワイド ブラック
33,https://i.pinimg.com/736x/23/68/f3/2368f360223e0e1cf45ff9a0774050a8.jpg,https://jp.pinterest.com/pin/pin-by-jess--7248049394641209/,korean,shirt,orange,pants,gray,白系で統一されたリラックスカジュアル。白Tと白パンツにベージュの巻き物を腰に巻いてこなれ感を演出。夏らしい軽快さと黒サンダルの引き締めで全体のバランスが良い。,トップス Tシャツ 無地 普通サイズ ホワイト,ボトムス パンツ 無地 ワイド ホワイト
34,https://i.pinimg.com/736x/ab/6b/92/ab6b9267176781624c1b0d8ce1ab08e5.jpg,https://jp.pinterest.com/pin/12173861488654588/,casual,crop_top,gray,jeans,black,落ち着いたモノトーンのカジュアル。グラフィックTとワイドパンツで縦長シルエットを強調し、腰ベルトとキーホルダーが遊び心のアクセントになっている、日常使いしやすいコーデ。,Tシャツ グラフィック タイト ブラック,パンツ 無地 ワイド ブラック
35,https://i.pinimg.com/736x/8c/b4/aa/8cb4aae0ffb848e40041758d4e864d1a.jpg,https://jp.pinterest.com/pin/8936899257367475/,casual,leather_jacket,black,jeans,gray,ブラックTシャツとゆるめデニムのカジュアルでリラックス感のあるコーデ。バッグと小物で遊び心を加え、日常使いに適した装い。,トップス Tシャツ 無地 ワイド ブラック,ボトムス ジーンズ 無地 ワイド ブルー
36,https://i.pinimg.com/736x/3b/78/a1/3b78a122ddd0d1164f536b4961297129.jpg,https://jp.pinterest.com/pin/in-2025--19914423347499125/,casual,crop_top,black,jeans,blue,黒のTシャツとライトブルーのデニムをゆったり感で合わせた、カジュアルながら現代的なコーデ。小物のチェーンバッグとサングラスがアクセントとなり、動きのあるスタイルに仕上がる。,Tシャツ 無地 タイト ブラック,デニムパンツ 無地 ワイド ライトブルー
37,https://i.pinimg.com/736x/38/7c/a0/387ca0621760bb6805870175f453c037.jpg,https://jp.pinterest.com/pin/9288742976721370/,casual,shrug,gray,shorts,black,白Tシャツと黒のワイドパンツでモノトーンの涼感を演出。腰の結びベルトがウエストラインを強調し、サンダルの抜け感で夏らしいリラックス感を引き立てる。,Tシャツ 無地 ワイド ホワイト,パンツ 無地 ワイド ブラック
38,https://i.pinimg.com/736x/22/40/ba/2240ba6ea842682195c2c3f699fd9a4b.jpg,https://jp.pinterest.com/pin/774124929717542/,korean,shirt,black,skirt,blue,カジュアルでリラックス感がありつつ、ネイビーのTシャツと長めのデニム風スカートの組み合わせが落ち着きを演出。ピンク帽と白小物で軽さと遊び心を加えるスタイル。,Tシャツ ロゴプリント ワイド ネイビー,スカート デニム風 タイト インディゴ
39,https://i.pinimg.com/736x/78/0b/4e/780b4e4808caa947f026999064034e11.jpg,https://jp.pinterest.com/pin/29625310044815855/,sporty,shrug,pink,dress_pants,black,カジュアルでスポーティな印象。ノースリーブトップとピンストライプのワイドパンツで縦長シルエットを強調し、赤のハイカットスニーカーがアクセントになっているコーデ。,タンクトップ 無地 タイト グレー,パンツ ピンストライプ ワイド ダークグレー
40,https://i.pinimg.com/736x/26/bd/b7/26bdb7be9beb5a1345935a36774af079.jpg,https://jp.pinterest.com/pin/2322237301200946/,casual,shirt,white,leggings,black,白Tシャツに黒のワイドパンツを合わせ、足元は黄色スニーカーで差し色を効かせたリラックス系カジュアル。グラフィックプリントが動きを出し、ゆとりあるシルエットが現代的な抜け感を演出する。,Tシャツ グラフィック ワイド ホワイト,パンツ 無地 ワイド ブラック
41,https://i.pinimg.com/736x/a2/ca/82/a2ca825311f2ec580c19c53324a3d331.jpg,https://jp.pinterest.com/pin/23995810510044036/,korean,crop_top,gray,sweatpants,black,カジュアルでリラックス感のあるストリート風。グレーのグラフィックTとネイビーのワイドパンツでゆるさを作り、イエローのニット帽で遊び心をプラス。,グラフィックTシャツ プリント ワイド グレー,パンツ 無地 ワイド ネイビー
42,https://i.pinimg.com/736x/de/ae/14/deae14359d905db78540999605798df4.jpg,https://jp.pinterest.com/pin/in-2025--64598575901226925/,casual,crop_top,gray,harem_pants,brown,白のクロップTとベージュのワイドパンツを軸に、ストライプのストールを肩に巻くリラックス系カジュアル。キャップと控えめなアクセでスポーティ感を添える。,Tシャツ 無地 タイト ホワイト,パンツ 無地 ワイド ベージュ
43,https://i.pinimg.com/736x/37/9f/79/379f79ee7edc59d7e22e09ed363d2128.jpg,https://jp.pinterest.com/pin/in-2025--8936899257282459/,korean,shrug,black,overalls,black,ブラックを基調としたモード感のあるコーデ。トップスとパンツを黒で統一し、バックの黄色ロゴがアクセント。ゆとりのあるワイドパンツが現代的な余裕を演出する。,Tシャツ ロゴプリント ワイド ブラック,パンツ 無地 ワイド ブラック
44,https://i.pinimg.com/736x/ce/04/c9/ce04c903c3df8520dcef2413fb371a81.jpg,https://jp.pinterest.com/pin/dricka-in-2025--1477812374146323/,korean,t_shirt,gray,trousers,black,落ち着いたグレーのTシャツとダークブラウンのワイドパンツで、リラックス感と洗練を両立したカジュアルコーデ。黒のショルダーバッグが全体を引き締める。アクセサリーは控えめで、動きやすさ重視の街着。,Tシャツ 無地 タイト グレー,パンツ 無地 ワイド ダークブラウン
45,https://i.pinimg.com/736x/40/1c/f4/401cf4b99298bc1d51cac44910ef9ab9.jpg,https://jp.pinterest.com/pin/7248049395871333/,korean,tank_top,beige,wrap_skirt,white,グレーのフィットTシャツと白地にブルーの大柄スカートの組み合わせが、清潔感と知性を感じさせる大人のカジュアル。トップの適度なフィット感とスカートの長さが女性らしさを引き立て、全体のバランスが上品です。,Tシャツ 無地 タイト グレー,ロングスカート 柄あり タイト ホワイト×ブルー
46,https://i.pinimg.com/736x/a5/1d/1b/a51d1b0c0c83afedc6bb4c2416a9ea08.jpg,https://jp.pinterest.com/pin/703756188389208/,casual,poncho,gray,jeans,gray,白のフレアトップスとデニムのワイドパンツがリラックス感と清潔感を両立。帽子と黒小物で視線を引き締め、軽やかな春夏の街歩きに映えるこなれたカジュアルコーデ。,ブラウス 無地 ワイド ホワイト,デニムパンツ 無地 ワイド ライトブルー
47,https://i.pinimg.com/736x/3a/79/e7/3a79e7e8dc83b978f36e0e700f421e16.jpg,https://jp.pinterest.com/pin/2674081025392214/,sporty,sweater,pink,denim_shorts,black,アイボリーの長袖トップスとダークネイビーのショートパンツに、黄色のシューズとバッグをアクセントにした、元気でカジュアルなスポーティミックスのコーデ。,ニット長袖トップス 無地 タイト アイボリー,ショートパンツ 無地 タイト ネイビー
48,https://i.pinimg.com/736x/d5/a9/f8/d5a9f87961f546c8116888deef2c592b.jpg,https://jp.pinterest.com/pin/72620612735860847/,casual,polo_shirt,blue,culottes,blue,ゆるやかなワイドパンツとブルーのドットポロシャツの組み合わせで、リラックス感と遊び心を両立。グリーンの襟がアクセント。キャップとベージュのモカシン靴、白ソックスでカジュアルに仕上げ、コーヒーを片手に街歩きを楽しむ雰囲気。,ポロシャツ ドット ワイド ブルー,パンツ 無地 ワイド ネイビー
49,https://i.pinimg.com/736x/87/e6/f1/87e6f186653220fb4a206c10aba9d83d.jpg,https://jp.pinterest.com/pin/clothes--2674081022643176/,casual,shrug,black,cargo_pants,black,全身ブラックで統一したストリート系コーデ。シンプルTとカーゴパンツの組み合わせに、黒バッグとサングラスで現代的な実用性とクールさを両立。,Tシャツ 無地 タイト ブラック,カーゴパンツ 無地 ワイド ブラック
50,https://i.pinimg.com/736x/ca/4d/d5/ca4dd5ce76f34d456ed7eff0ec210a1e.jpg,https://jp.pinterest.com/pin/igoutfit-inspo-in-2025--2181499816235791/,korean,shirt,white,trousers,gray,白シャツと黒のワイドパンツで清潔感とモダンさを両立した街着。シンプルな色味が洗練を生み、サングラスと小バッグで都会的な雰囲気を強調。髪のまとめが品を引き締める。,シャツ プリント ワイド ホワイト,パンツ 無地 ワイド ブラック
51,https://i.pinimg.com/736x/c5/aa/56/c5aa56f35b433d94025c816697e3afdc.jpg,https://jp.pinterest.com/pin/in-2025--18647785950604368/,casual,vest,blue,jeans,black,白Tにグリーンのニットベストを重ねた、リラックス感とモード感が共存するコーデ。黒のワイドパンツと厚底靴でボリュームとスタンスを作る。,ニットベスト 幾何学柄 ワイド グリーン,パンツ 無地 ワイド ブラック
52,https://i.pinimg.com/736x/4e/a6/15/4ea615a40267ce46b49762c15de6384d.jpg,https://jp.pinterest.com/pin/498773727506380080/,casual,shirt,gray,trousers,gray,グレーのグラフィックTとグレーのストライプパンツをゆるやかに合わせ、黒ショルダーバッグで引き締め、差し色の黄色靴で遊び心を添えたリラックスカジュアル。,グラフィックTシャツ プリント ワイド グレー,パンツ ストライプ ワイド グレー
53,https://i.pinimg.com/736x/df/db/d5/dfdbd594586ef0493564b064fc362083.jpg,https://jp.pinterest.com/pin/422281211622064/,korean,bustier,gray,harem_pants,black,白Tシャツの上に黒のレース風ビスチェを重ねた、黒のワイドパンツと黒小物で仕上げたモード寄りの街歩きスタイル。,ビスチェ レース タイト ブラック,パンツ 無地 ワイド ブラック
54,https://i.pinimg.com/736x/16/3c/e3/163ce3dddb52ccd9d590df378457c3a1.jpg,https://jp.pinterest.com/pin/1477812373882390/,korean,t_shirt,white,harem_pants,black,白Tシャツと黒のワイドパンツにオレンジのバケットハットを合わせた、涼しげでリラックス感のある夏のカジュアル。街歩きにぴったりの軽快さと親しみやすさが魅力です。,Tシャツ プリント ワイド ホワイト,パンツ 無地 ワイド ブラック
55,https://i.pinimg.com/736x/dd/14/57/dd14576adc61b0d58d8e883bb737aab1.jpg,https://jp.pinterest.com/pin/1970393583096786/,korean,shrug,white,harem_pants,white,アイボリー系で統一したリラックス感のあるコーデ。ゆったりニットベストとワイドパンツの組み合わせが落ち着きを作り、黒のニット帽と靴で引き締めを演出。,ニットベスト 無地 ワイド アイボリー,パンツ 無地 ワイド アイボリー
56,https://i.pinimg.com/736x/8b/09/58/8b09580c329bcf6261cad2e3cefa1b24.jpg,https://jp.pinterest.com/pin/7248049395936747/,casual,vest,black,trousers,black,黒を基調としたリラックス×スポーティの現代的コーデ。タイトなノースリーブトップスとボリュームパンツの対比が洗練され、動きやすさと都会的な雰囲気を両立している。,ノースリーブトップス 無地 タイト ブラック,パンツ 無地 ワイド ブラック
57,https://i.pinimg.com/736x/db/9b/f7/db9bf705a29969c6f8b3c9ccc8eb55f7.jpg,https://jp.pinterest.com/pin/chic-outfits--492649953400030/,casual,t_shirt,white,jeans,blue,オーバーサイズの白Tシャツとワイドデニムのリラックス感が印象的なカジュアルコーデ。白Tは無地、デニムは中浅色のブルー系、キャップと茶色のバッグで色を落ち着かせ、スポーティかつこなれ感を演出。,Tシャツ 無地 オーバーサイズ ホワイト,デニムパンツ 無地 ワイド ブルー
58,https://i.pinimg.com/736x/e4/64/5a/e4645a2332ac434bccabc0b9a55aa238.jpg,https://jp.pinterest.com/pin/7599893116905554/,korean,shrug,orange,shorts,black,元気でカジュアルなストリート風。オーバーサイズの黄ストライプTとネイビーのショートパンツの対比が効き、白ソックスと赤系スニーカーがアクセント。ヘッドフォンとバッグで遊び心を添える。全体のバランスが良く、軽快な印象。,Tシャツ ストライプ ワイド イエロー,ショートパンツ 無地 ワイド ネイビー
59,https://i.pinimg.com/736x/06/e2/ed/06e2ed2e1ace648132bf3c20babfb94a.jpg,https://jp.pinterest.com/pin/156570524540469398/,casual,t_shirt,white,jeans,cyan,カジュアルなストリート感のあるコーデ。白Tとデニムに赤のスニーカーで遊び心を、黒ショルダーバッグとメガネで引き締まる大人カジュアル。,トップス Tシャツ ロゴ ワイド ホワイト,ボトムス ジーンズ デニム ワイド ブルー
60,https://i.pinimg.com/736x/f6/3d/f8/f63df8e05e0b2ff3b35fc8d9d3ef3ce8.jpg,https://jp.pinterest.com/pin/1970393583435411/,office_casual,shirt,blue,jeans,black,清涼感のあるリラックスカジュアル。淡青ストライプシャツを白Tの上に重ね、ゆるめのワイドパンツで動きやすさを演出。黒サンダルとシンプルなアクセで洗練感をプラスした、夏にぴったりのコーデ。,シャツ ストライプ ワイド ライトブルー,パンツ 無地 ワイド ネイビー
61,https://i.pinimg.com/736x/86/30/be/8630be05a25c4dfb3230927819aa3f25.jpg,https://jp.pinterest.com/pin/58969076366825616/,office_casual,t_shirt,blue,skirt,black,清潔感のあるシンプルコーデ。白Tシャツとダークデニムのロングスカートの組み合わせで縦長効果を演出し、控えめな小物とパンプスが上品さを添える日常使いのスタイル。,半袖Tシャツ 無地 タイト ホワイト,デニムロングスカート 無地 タイト ネイビー
62,https://i.pinimg.com/736x/2d/0e/58/2d0e582832b9a0cae1b3067c6dbab42c.jpg,https://jp.pinterest.com/pin/7670261861714089/,casual,shirt,black,denim_shorts,blue,オーバーサイズの黒Tシャツとハイウエストのデニムワイドを組み合わせ、腰ベルトでメリハリを出すカジュアルながら洗練されたこなれ感のあるコーディネート。,Tシャツ ロゴ ワイド ブラック,デニムパンツ 無地 ワイド ブルー
63,https://i.pinimg.com/736x/f0/c5/19/f0c5191fa5ebf7a858e4be3a99839f06.jpg,https://jp.pinterest.com/pin/14847873767073351/,casual,t_shirt,gray,skirt,black,モノトーンで統一したゆるシルエットの大人カジュアル。Tシャツのリラックス感とマキシスカートの縦長ラインが体型をすっきり見せ、黒小物が全体を引き締めています。,トップス Tシャツ 無地 ワイド ライトグレー,ボトムス スカート 無地 ワイド ブラック
64,https://i.pinimg.com/736x/6e/9d/b5/6e9db5b49c59439016018fd0b7861749.jpg,https://jp.pinterest.com/pin/281543726113513/,casual,jacket,blue,jeans,blue,ネイビーのダウンジャケットと濃いデニムで統一感があり、実用性とカジュアルさを両立した街歩きスタイル。落ち着いた色味で清潔感も◎,ダウンジャケット 無地 ワイド ネイビー,ジーンズ 無地 タイト ダークブルー
65,https://i.pinimg.com/736x/8c/8b/3c/8c8b3c9cd67e1c51beb4d0649c99f652.jpg,https://jp.pinterest.com/pin/281543723865367/,casual,shrug,white,trousers,black,白Tのオーバーサイズと黒のワイドパンツでリラックス感と大人っぽさを両立。帽子とアクセがカジュアルなこなれ感を作り、タトゥーが個性を引き立てるコーデ。,Tシャツ 無地 ワイド ホワイト,パンツ 無地 ワイド ブラック
